age,description,has_education,has_family,kongzi_option,kongzi_career_points,kongzi_parents_points,kongzi_children_points,kongzi_health_points,kongzi_friends_points,laozi_option,laozi_career_points,laozi_parents_points,laozi_children_points,laozi_health_points,laozi_friends_points,mozi_option,mozi_career_points,mozi_parents_points,mozi_children_points,mozi_health_points,mozi_friends_points,shang_option,shang_career_points,shang_parents_points,shang_children_points,shang_health_points,shang_friends_points
70,"Your friend tells you they cheated on their partner. They know what they did was wrong, so they ask you for advice. What will you say?",Yes,Yes,"""You need to take responsibility—reflect on your actions, apologize sincerely, and work to rebuild virtue and trust.”",0,1,0,0,-1,"“Don’t cling onto guilt or force solutions. Sit with what happened, understand how you drifted into it, and let things unfold naturally.""",0,0,0,0,1,"""Focus on reducing harm for everyone involved. If confessing prevents further suffering, do that. If ending the relationship minimizes damage, do that as well.""",0,0,0,0,-1,"“Actions have consequences. Prepare to come clean, accept whatever fallout comes, and discipline yourself. If you don't tell your partner, I will.""",0,0,0,0,-1
70,"Your friend tells you they cheated on their partner. They know what they did was wrong, so they ask you for advice. What will you say?",Yes,No,"""You need to take responsibility—reflect on your actions, apologize sincerely, and work to rebuild virtue and trust.”",0,1,0,0,-1,"“Don’t cling onto guilt or force solutions. Sit with what happened, understand how you drifted into it, and let things unfold naturally.""",0,0,0,0,1,"""Focus on reducing harm for everyone involved. If confessing prevents further suffering, do that. If ending the relationship minimizes damage, do that as well.""",0,0,0,0,-1,"“Actions have consequences. Prepare to come clean, accept whatever fallout comes, and discipline yourself. If you don't tell your partner, I will.""",0,0,0,0,-1
70,"Your friend tells you they cheated on their partner. They know what they did was wrong, so they ask you for advice. What will you say?",No,Yes,"""You need to take responsibility—reflect on your actions, apologize sincerely, and work to rebuild virtue and trust.”",0,1,0,0,-1,"“Don’t cling onto guilt or force solutions. Sit with what happened, understand how you drifted into it, and let things unfold naturally.""",0,0,0,0,1,"""Focus on reducing harm for everyone involved. If confessing prevents further suffering, do that. If ending the relationship minimizes damage, do that as well.""",0,0,0,0,-1,"“Actions have consequences. Prepare to come clean, accept whatever fallout comes, and discipline yourself. If you don't tell your partner, I will.""",0,0,0,0,-1
70,"Your friend tells you they cheated on their partner. They know what they did was wrong, so they ask you for advice. What will you say?",No,No,"""You need to take responsibility—reflect on your actions, apologize sincerely, and work to rebuild virtue and trust.”",0,1,0,0,-1,"“Don’t cling onto guilt or force solutions. Sit with what happened, understand how you drifted into it, and let things unfold naturally.""",0,0,0,0,1,"""Focus on reducing harm for everyone involved. If confessing prevents further suffering, do that. If ending the relationship minimizes damage, do that as well.""",0,0,0,0,-1,"“Actions have consequences. Prepare to come clean, accept whatever fallout comes, and discipline yourself. If you don't tell your partner, I will.""",0,0,0,0,-1
80,"Your friend tells you they cheated on their partner. They know what they did was wrong, so they ask you for advice. What will you say?",Yes,Yes,"""You need to take responsibility—reflect on your actions, apologize sincerely, and work to rebuild virtue and trust.”",0,1,0,0,-1,"“Don’t cling onto guilt or force solutions. Sit with what happened, understand how you drifted into it, and let things unfold naturally.""",0,0,0,0,1,"""Focus on reducing harm for everyone involved. If confessing prevents further suffering, do that. If ending the relationship minimizes damage, do that as well.""",0,0,0,0,-1,"“Actions have consequences. Prepare to come clean, accept whatever fallout comes, and discipline yourself. If you don't tell your partner, I will.""",0,0,0,0,-1
80,"Your friend tells you they cheated on their partner. They know what they did was wrong, so they ask you for advice. What will you say?",Yes,No,"""You need to take responsibility—reflect on your actions, apologize sincerely, and work to rebuild virtue and trust.”",0,1,0,0,-1,"“Don’t cling onto guilt or force solutions. Sit with what happened, understand how you drifted into it, and let things unfold naturally.""",0,0,0,0,1,"""Focus on reducing harm for everyone involved. If confessing prevents further suffering, do that. If ending the relationship minimizes damage, do that as well.""",0,0,0,0,-1,"“Actions have consequences. Prepare to come clean, accept whatever fallout comes, and discipline yourself. If you don't tell your partner, I will.""",0,0,0,0,-1
80,"Your friend tells you they cheated on their partner. They know what they did was wrong, so they ask you for advice. What will you say?",No,Yes,"""You need to take responsibility—reflect on your actions, apologize sincerely, and work to rebuild virtue and trust.”",0,1,0,0,-1,"“Don’t cling onto guilt or force solutions. Sit with what happened, understand how you drifted into it, and let things unfold naturally.""",0,0,0,0,1,"""Focus on reducing harm for everyone involved. If confessing prevents further suffering, do that. If ending the relationship minimizes damage, do that as well.""",0,0,0,0,-1,"“Actions have consequences. Prepare to come clean, accept whatever fallout comes, and discipline yourself. If you don't tell your partner, I will.""",0,0,0,0,-1
80,"Your friend tells you they cheated on their partner. They know what they did was wrong, so they ask you for advice. What will you say?",No,No,"""You need to take responsibility—reflect on your actions, apologize sincerely, and work to rebuild virtue and trust.”",0,1,0,0,-1,"“Don’t cling onto guilt or force solutions. Sit with what happened, understand how you drifted into it, and let things unfold naturally.""",0,0,0,0,1,"""Focus on reducing harm for everyone involved. If confessing prevents further suffering, do that. If ending the relationship minimizes damage, do that as well.""",0,0,0,0,-1,"“Actions have consequences. Prepare to come clean, accept whatever fallout comes, and discipline yourself. If you don't tell your partner, I will.""",0,0,0,0,-1
90,"Your friend tells you they cheated on their partner. They know what they did was wrong, so they ask you for advice. What will you say?",Yes,Yes,"""You need to take responsibility—reflect on your actions, apologize sincerely, and work to rebuild virtue and trust.”",0,1,0,0,-1,"“Don’t cling onto guilt or force solutions. Sit with what happened, understand how you drifted into it, and let things unfold naturally.""",0,0,0,0,1,"""Focus on reducing harm for everyone involved. If confessing prevents further suffering, do that. If ending the relationship minimizes damage, do that as well.""",0,0,0,0,-1,"“Actions have consequences. Prepare to come clean, accept whatever fallout comes, and discipline yourself. If you don't tell your partner, I will.""",0,0,0,0,-1
90,"Your friend tells you they cheated on their partner. They know what they did was wrong, so they ask you for advice. What will you say?",Yes,No,"""You need to take responsibility—reflect on your actions, apologize sincerely, and work to rebuild virtue and trust.”",0,1,0,0,-1,"“Don’t cling onto guilt or force solutions. Sit with what happened, understand how you drifted into it, and let things unfold naturally.""",0,0,0,0,1,"""Focus on reducing harm for everyone involved. If confessing prevents further suffering, do that. If ending the relationship minimizes damage, do that as well.""",0,0,0,0,-1,"“Actions have consequences. Prepare to come clean, accept whatever fallout comes, and discipline yourself. If you don't tell your partner, I will.""",0,0,0,0,-1
90,"Your friend tells you they cheated on their partner. They know what they did was wrong, so they ask you for advice. What will you say?",No,Yes,"""You need to take responsibility—reflect on your actions, apologize sincerely, and work to rebuild virtue and trust.”",0,1,0,0,-1,"“Don’t cling onto guilt or force solutions. Sit with what happened, understand how you drifted into it, and let things unfold naturally.""",0,0,0,0,1,"""Focus on reducing harm for everyone involved. If confessing prevents further suffering, do that. If ending the relationship minimizes damage, do that as well.""",0,0,0,0,-1,"“Actions have consequences. Prepare to come clean, accept whatever fallout comes, and discipline yourself. If you don't tell your partner, I will.""",0,0,0,0,-1
90,"Your friend tells you they cheated on their partner. They know what they did was wrong, so they ask you for advice. What will you say?",No,No,"""You need to take responsibility—reflect on your actions, apologize sincerely, and work to rebuild virtue and trust.”",0,1,0,0,-1,"“Don’t cling onto guilt or force solutions. Sit with what happened, understand how you drifted into it, and let things unfold naturally.""",0,0,0,0,1,"""Focus on reducing harm for everyone involved. If confessing prevents further suffering, do that. If ending the relationship minimizes damage, do that as well.""",0,0,0,0,-1,"“Actions have consequences. Prepare to come clean, accept whatever fallout comes, and discipline yourself. If you don't tell your partner, I will.""",0,0,0,0,-1
